                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           23 May 2023 02:03:17
Civil Air Patrol Use Only
AreaTarget-Russia-To-Satellite-KinoSat_110101, Satellite-KinoSat_110102, Satellite-KinoSat_110103, Satellite-KinoSat_110104, Satellite-KinoSat_110105, Satellite-KinoSat_110106, Satellite-KinoSat_110107, Satellite-KinoSat_110108, Satellite-KinoSat_110109, Satellite-KinoSat_110110, Satellite-KinoSat_110201, Satellite-KinoSat_110202, Satellite-KinoSat_110203, Satellite-KinoSat_110204, Satellite-KinoSat_110205, Satellite-KinoSat_110206, Satellite-KinoSat_110207, Satellite-KinoSat_110208, Satellite-KinoSat_110209, Satellite-KinoSat_110210, Satellite-KinoSat_110301, Satellite-KinoSat_110302, Satellite-KinoSat_110303, Satellite-KinoSat_110304, Satellite-KinoSat_110305, Satellite-KinoSat_110306, Satellite-KinoSat_110307, Satellite-KinoSat_110308, Satellite-KinoSat_110309, Satellite-KinoSat_110310, Satellite-KinoSat_110401, Satellite-KinoSat_110402, Satellite-KinoSat_110403, Satellite-KinoSat_110404, Satellite-KinoSat_110405, Satellite-KinoSat_110406, Satellite-KinoSat_110407, Satellite-KinoSat_110408, Satellite-KinoSat_110409, Satellite-KinoSat_110410, Satellite-KinoSat_110501, Satellite-KinoSat_110502, Satellite-KinoSat_110503, Satellite-KinoSat_110504, Satellite-KinoSat_110505, Satellite-KinoSat_110506, Satellite-KinoSat_110507, Satellite-KinoSat_110508, Satellite-KinoSat_110509, Satellite-KinoSat_110510:  Access Summary Report


Russia-To-KinoSat_110101
------------------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                       5     1 Jun 2027 08:51:22.344     1 Jun 2027 08:52:21.881            59.537
                       6     2 Jun 2027 04:08:30.577     2 Jun 2027 04:15:49.246           438.669
                       7     2 Jun 2027 05:45:15.291     2 Jun 2027 05:50:33.243           317.953
                       8     2 Jun 2027 05:50:34.584     2 Jun 2027 05:51:27.711            53.127
                       9     2 Jun 2027 05:51:31.538     2 Jun 2027 05:51:48.666            17.128
                      10     2 Jun 2027 07:23:14.031     2 Jun 2027 07:27:24.883           250.852
                      11     2 Jun 2027 08:56:51.543     2 Jun 2027 09:04:16.152           444.609
                      12     3 Jun 2027 04:20:24.463     3 Jun 2027 04:27:49.841           445.378
                      13     3 Jun 2027 05:57:08.732     3 Jun 2027 06:02:53.004           344.272
                      14     3 Jun 2027 06:02:54.901     3 Jun 2027 06:03:51.782            56.881
                      15     3 Jun 2027 07:35:02.152     3 Jun 2027 07:39:24.155           262.003
                      16     3 Jun 2027 09:11:00.043     3 Jun 2027 09:15:19.614           259.571
                      17     4 Jun 2027 03:00:00.000     4 Jun 2027 03:02:42.678           162.678
                      18     4 Jun 2027 03:02:44.848     4 Jun 2027 03:03:53.595            68.747
                      19     4 Jun 2027 04:32:33.364     4 Jun 2027 04:39:49.188           435.824
                      20     4 Jun 2027 06:09:47.471     4 Jun 2027 06:14:17.527           270.056
                      21     4 Jun 2027 06:14:27.869     4 Jun 2027 06:15:38.585            70.716
                      22     4 Jun 2027 07:46:28.061     4 Jun 2027 07:51:20.544           292.483
                      23     4 Jun 2027 09:21:40.807     4 Jun 2027 09:21:54.509            13.702
                      24     4 Jun 2027 09:23:26.436     4 Jun 2027 09:26:22.781           176.345
                      25     5 Jun 2027 03:06:08.801     5 Jun 2027 03:06:41.794            32.993
                      26     5 Jun 2027 03:07:50.415     5 Jun 2027 03:14:47.010           416.596
                      27     5 Jun 2027 03:14:50.869     5 Jun 2027 03:15:51.908            61.039
                      28     5 Jun 2027 04:44:57.582     5 Jun 2027 04:51:39.622           402.039
                      29     5 Jun 2027 06:21:55.423     5 Jun 2027 06:26:53.921           298.498
                      30     5 Jun 2027 07:58:42.780     5 Jun 2027 08:03:13.632           270.851
                      31     5 Jun 2027 09:36:53.164     5 Jun 2027 09:37:53.752            60.588
                      32     6 Jun 2027 03:21:02.584     6 Jun 2027 03:26:48.338           345.753
                      33     6 Jun 2027 03:26:48.470     6 Jun 2027 03:27:51.877            63.407
                      34     6 Jun 2027 04:57:23.093     6 Jun 2027 05:03:45.609           382.517
                      35     6 Jun 2027 06:34:57.153     6 Jun 2027 06:39:19.834           262.681
                      36     6 Jun 2027 08:11:00.505     6 Jun 2027 08:15:12.482           251.977
                      37     7 Jun 2027 03:33:14.568     7 Jun 2027 03:39:50.352           395.784
                      38     7 Jun 2027 05:09:32.831     7 Jun 2027 05:15:18.464           345.633
                      39     7 Jun 2027 05:15:26.287     7 Jun 2027 05:15:37.590            11.303
                      40     7 Jun 2027 06:47:01.272     7 Jun 2027 06:51:33.770           272.498
                      41     7 Jun 2027 08:23:04.656     7 Jun 2027 08:27:15.094           250.438
                      42     7 Jun 2027 08:27:19.998     7 Jun 2027 08:27:57.583            37.585
                      43     8 Jun 2027 03:44:43.493     8 Jun 2027 03:51:59.765           436.272
                      44     8 Jun 2027 05:21:14.048     8 Jun 2027 05:27:38.097           384.048
                      45     8 Jun 2027 06:59:32.313     8 Jun 2027 07:03:15.160           222.847
                      46     8 Jun 2027 08:34:57.401     8 Jun 2027 08:39:01.257           243.855
                      47     8 Jun 2027 08:39:21.371     8 Jun 2027 08:40:20.640            59.268
                      48     9 Jun 2027 03:56:27.962     9 Jun 2027 04:04:00.331           452.369
                      49     9 Jun 2027 05:33:33.980     9 Jun 2027 05:39:37.737           363.757
                      50     9 Jun 2027 07:11:29.526     9 Jun 2027 07:15:27.632           238.106
                      51     9 Jun 2027 08:44:35.420     9 Jun 2027 08:50:56.081           380.661
                      52     9 Jun 2027 08:51:37.106     9 Jun 2027 08:52:36.570            59.465
                      53    10 Jun 2027 04:08:45.102    10 Jun 2027 04:16:03.903           438.801
                      54    10 Jun 2027 05:45:29.936    10 Jun 2027 05:50:47.204           317.268
                      55    10 Jun 2027 05:50:49.497    10 Jun 2027 05:51:42.240            52.743
                      56    10 Jun 2027 05:51:46.059    10 Jun 2027 05:52:03.491            17.433
                      57    10 Jun 2027 07:23:28.750    10 Jun 2027 07:27:39.553           250.803
                      58    10 Jun 2027 08:57:06.322    10 Jun 2027 09:04:30.811           444.490
                      59    11 Jun 2027 04:20:39.217    11 Jun 2027 04:28:04.730           445.513
                      60    11 Jun 2027 05:57:23.825    11 Jun 2027 06:03:07.127           343.302
                      61    11 Jun 2027 06:03:18.641    11 Jun 2027 06:04:06.330            47.689
                      62    11 Jun 2027 07:35:16.741    11 Jun 2027 07:39:38.798           262.058
                      63    11 Jun 2027 09:11:14.813    11 Jun 2027 09:15:34.179           259.366
                      64    12 Jun 2027 03:00:00.000    12 Jun 2027 03:02:57.620           177.620
                      65    12 Jun 2027 03:03:08.266    12 Jun 2027 03:04:08.338            60.072
                      66    12 Jun 2027 04:32:48.718    12 Jun 2027 04:40:03.880           435.163
                      67    12 Jun 2027 06:10:02.534    12 Jun 2027 06:14:32.027           269.493
                      68    12 Jun 2027 06:14:42.238    12 Jun 2027 06:15:53.255            71.017
                      69    12 Jun 2027 07:46:42.992    12 Jun 2027 07:51:35.318           292.327
                      70    12 Jun 2027 09:21:55.806    12 Jun 2027 09:22:09.377            13.572
                      71    12 Jun 2027 09:23:42.149    12 Jun 2027 09:26:37.330           175.181
                      72    13 Jun 2027 03:06:24.292    13 Jun 2027 03:06:56.509            32.217
                      73    13 Jun 2027 03:08:05.357    13 Jun 2027 03:15:01.928           416.572
                      74    13 Jun 2027 03:15:05.484    13 Jun 2027 03:16:06.552            61.068
                      75    13 Jun 2027 04:45:12.288    13 Jun 2027 04:51:54.403           402.115
                      76    13 Jun 2027 06:22:09.973    13 Jun 2027 06:27:08.419           298.446
                      77    13 Jun 2027 07:58:57.646    13 Jun 2027 08:03:28.431           270.784
                      78    13 Jun 2027 09:37:07.789    13 Jun 2027 09:38:08.400            60.611

Min Duration          39     7 Jun 2027 05:15:26.287     7 Jun 2027 05:15:37.590            11.303
Max Duration           1     1 Jun 2027 03:56:13.158     1 Jun 2027 04:03:45.578           452.420
Mean Duration                                                                              240.952
Total Duration                                                                           18794.274


Russia-To-KinoSat_110306
------------------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       1     1 Jun 2027 03:46:48.356     1 Jun 2027 03:54:11.922           443.566
                       2     1 Jun 2027 05:23:25.366     1 Jun 2027 05:29:48.984           383.617
                       3     1 Jun 2027 07:01:43.253     1 Jun 2027 07:05:37.721           234.468
                       4     1 Jun 2027 08:35:02.715     1 Jun 2027 08:36:30.326            87.611
                       5     1 Jun 2027 08:37:02.607     1 Jun 2027 08:41:15.822           253.215
                       6     1 Jun 2027 08:41:35.623     1 Jun 2027 08:42:34.793            59.169
                       7     2 Jun 2027 03:58:43.448     2 Jun 2027 04:06:12.214           448.766
                       8     2 Jun 2027 05:35:46.368     2 Jun 2027 05:41:37.157           350.789
                       9     2 Jun 2027 05:41:40.380     2 Jun 2027 05:41:56.081            15.701
                      10     2 Jun 2027 07:13:40.538     2 Jun 2027 07:17:40.086           239.548
                      11     2 Jun 2027 08:46:54.304     2 Jun 2027 08:53:15.501           381.197
                      12     2 Jun 2027 08:53:32.332     2 Jun 2027 08:54:46.821            74.489
                      13     3 Jun 2027 04:10:54.171     3 Jun 2027 04:18:15.743           441.572
                      14     3 Jun 2027 05:47:36.905     3 Jun 2027 05:53:50.294           373.389
                      15     3 Jun 2027 05:53:54.547     3 Jun 2027 05:54:15.444            20.897
                      16     3 Jun 2027 07:25:40.440     3 Jun 2027 07:29:49.793           249.353
                      17     3 Jun 2027 08:59:22.242     3 Jun 2027 09:06:17.367           415.125
                      18     4 Jun 2027 04:22:48.483     4 Jun 2027 04:30:17.156           448.672
                      19     4 Jun 2027 05:59:44.868     4 Jun 2027 06:05:03.319           318.451
                      20     4 Jun 2027 06:05:22.582     4 Jun 2027 06:06:13.963            51.381
                      21     4 Jun 2027 07:37:18.417     4 Jun 2027 07:41:48.272           269.855
                      22     4 Jun 2027 09:11:42.076     4 Jun 2027 09:12:54.590            72.514
                      23     4 Jun 2027 09:13:26.294     4 Jun 2027 09:17:00.064           213.770
                      24     5 Jun 2027 03:00:00.000     5 Jun 2027 03:05:14.407           314.407
                      25     5 Jun 2027 03:05:18.527     5 Jun 2027 03:06:18.822            60.295
                      26     5 Jun 2027 04:35:09.881     5 Jun 2027 04:42:10.289           420.407
                      27     5 Jun 2027 06:12:13.437     5 Jun 2027 06:16:42.396           268.959
                      28     5 Jun 2027 06:16:49.785     5 Jun 2027 06:18:03.400            73.616
                      29     5 Jun 2027 07:48:58.937     5 Jun 2027 07:53:46.311           287.374
                      30     5 Jun 2027 09:24:14.982     5 Jun 2027 09:24:21.712             6.730
                      31     5 Jun 2027 09:25:56.589     5 Jun 2027 09:28:45.494           168.904
                      32     6 Jun 2027 03:10:20.207     6 Jun 2027 03:17:12.798           412.591
                      33     6 Jun 2027 03:17:15.189     6 Jun 2027 03:18:15.721            60.532
                      34     6 Jun 2027 04:47:22.259     6 Jun 2027 04:54:05.663           403.404
                      35     6 Jun 2027 06:24:19.670     6 Jun 2027 06:29:20.280           300.610
                      36     6 Jun 2027 08:01:05.014     6 Jun 2027 08:06:12.623           307.609
                      37     6 Jun 2027 09:39:19.395     6 Jun 2027 09:40:14.668            55.273
                      38     7 Jun 2027 03:23:31.330     7 Jun 2027 03:30:17.306           405.977
                      39     7 Jun 2027 04:59:53.306     7 Jun 2027 05:06:12.209           378.903
                      40     7 Jun 2027 06:37:20.842     7 Jun 2027 06:41:49.212           268.370
                      41     7 Jun 2027 08:13:27.982     7 Jun 2027 08:17:41.501           253.519
                      42     8 Jun 2027 03:35:39.567     8 Jun 2027 03:42:16.274           396.706
                      43     8 Jun 2027 05:11:37.818     8 Jun 2027 05:17:45.056           367.237
                      44     8 Jun 2027 06:49:27.332     8 Jun 2027 06:53:58.215           270.883
                      45     8 Jun 2027 08:25:29.301     8 Jun 2027 08:29:40.182           250.881
                      46     8 Jun 2027 08:29:44.328     8 Jun 2027 08:30:30.890            46.562
                      47     9 Jun 2027 03:46:58.864     9 Jun 2027 03:54:26.747           447.883
                      48     9 Jun 2027 05:23:40.448     9 Jun 2027 05:30:03.684           383.235
                      49     9 Jun 2027 07:01:58.369     9 Jun 2027 07:05:52.437           234.069
                      50     9 Jun 2027 08:35:17.159     9 Jun 2027 08:36:45.129            87.970
                      51     9 Jun 2027 08:37:16.773     9 Jun 2027 08:41:30.605           253.832
                      52     9 Jun 2027 08:41:50.786     9 Jun 2027 08:42:55.251            64.465
                      53    10 Jun 2027 03:58:58.670    10 Jun 2027 04:06:26.936           448.267
                      54    10 Jun 2027 05:36:01.190    10 Jun 2027 05:41:51.948           350.758
                      55    10 Jun 2027 05:41:55.337    10 Jun 2027 05:42:10.528            15.191
                      56    10 Jun 2027 07:13:55.205    10 Jun 2027 07:17:54.669           239.464
                      57    10 Jun 2027 08:47:09.832    10 Jun 2027 08:53:30.546           380.714
                      58    10 Jun 2027 08:53:46.687    10 Jun 2027 08:55:01.720            75.033
                      59    11 Jun 2027 04:11:08.515    11 Jun 2027 04:18:30.481           441.966
                      60    11 Jun 2027 05:47:51.302    11 Jun 2027 05:54:04.916           373.614
                      61    11 Jun 2027 05:54:09.235    11 Jun 2027 05:54:30.292            21.057
                      62    11 Jun 2027 07:25:55.329    11 Jun 2027 07:30:04.478           249.149
                      63    11 Jun 2027 08:59:37.439    11 Jun 2027 09:06:31.720           414.281
                      64    12 Jun 2027 04:23:03.155    12 Jun 2027 04:30:31.911           448.755
                      65    12 Jun 2027 05:59:59.569    12 Jun 2027 06:05:17.833           318.264
                      66    12 Jun 2027 06:05:36.368    12 Jun 2027 06:06:28.450            52.082
                      67    12 Jun 2027 07:37:12.815    12 Jun 2027 07:42:02.969           290.154
                      68    12 Jun 2027 09:11:57.009    12 Jun 2027 09:12:56.092            59.082
                      69    12 Jun 2027 09:13:41.416    12 Jun 2027 09:17:14.313           212.898
                      70    13 Jun 2027 03:00:00.000    13 Jun 2027 03:05:29.048           329.048
                      71    13 Jun 2027 03:05:33.248    13 Jun 2027 03:06:33.496            60.248
                      72    13 Jun 2027 04:35:24.699    13 Jun 2027 04:42:18.940           414.241
                      73    13 Jun 2027 06:12:28.268    13 Jun 2027 06:16:57.056           268.788
                      74    13 Jun 2027 06:17:04.493    13 Jun 2027 06:18:18.091            73.598
                      75    13 Jun 2027 07:49:14.180    13 Jun 2027 07:54:00.949           286.768
                      76    13 Jun 2027 09:24:29.859    13 Jun 2027 09:24:35.926             6.067
                      77    13 Jun 2027 09:26:11.488    13 Jun 2027 09:29:00.114           168.627

Min Duration          76    13 Jun 2027 09:24:29.859    13 Jun 2027 09:24:35.926             6.067
Max Duration           7     2 Jun 2027 03:58:43.448     2 Jun 2027 04:06:12.214           448.766
Mean Duration                                                                              248.006
Total Duration                                                                           19096.434


Russia-To-KinoSat_110307
------------------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       1     1 Jun 2027 03:37:49.638     1 Jun 2027 03:44:31.693           402.055
                       2     1 Jun 2027 05:13:45.442     1 Jun 2027 05:20:05.349           379.907
                       3     1 Jun 2027 06:51:43.828     1 Jun 2027 06:56:08.648           264.819
                       4     1 Jun 2027 08:27:35.412     1 Jun 2027 08:31:49.079           253.666
                       5     1 Jun 2027 08:31:55.056     1 Jun 2027 08:32:47.143            52.087
                       6     2 Jun 2027 03:49:05.226     2 Jun 2027 03:56:38.273           453.047
                       7     2 Jun 2027 05:25:55.004     2 Jun 2027 05:32:07.976           372.972
                       8     2 Jun 2027 07:04:06.401     2 Jun 2027 07:08:03.179           236.778
                       9     2 Jun 2027 08:37:24.248     2 Jun 2027 08:43:47.347           383.099
                      10     2 Jun 2027 08:44:04.308     2 Jun 2027 08:45:09.797            65.489
                      11     3 Jun 2027 04:01:12.995     3 Jun 2027 04:08:37.864           444.869
                      12     3 Jun 2027 05:38:10.989     3 Jun 2027 05:44:05.222           354.233
                      13     3 Jun 2027 07:16:07.283     3 Jun 2027 07:20:05.801           238.518
                      14     3 Jun 2027 08:49:27.290     3 Jun 2027 08:57:11.501           464.211
                      15     4 Jun 2027 04:13:14.870     4 Jun 2027 04:20:41.114           446.244
                      16     4 Jun 2027 05:50:01.083     4 Jun 2027 05:55:58.192           357.110
                      17     4 Jun 2027 05:56:17.056     4 Jun 2027 05:56:43.716            26.660
                      18     4 Jun 2027 07:28:06.137     4 Jun 2027 07:32:14.665           248.528
                      19     4 Jun 2027 09:01:54.532     4 Jun 2027 09:08:40.416           405.884
                      20     5 Jun 2027 04:25:15.645     5 Jun 2027 04:32:42.330           446.685
                      21     5 Jun 2027 06:02:10.264     5 Jun 2027 06:07:16.689           306.426
                      22     5 Jun 2027 06:07:28.160     5 Jun 2027 06:08:36.129            67.969
                      23     5 Jun 2027 07:39:18.889     5 Jun 2027 07:44:12.942           294.053
                      24     5 Jun 2027 09:14:09.523     5 Jun 2027 09:15:17.215            67.692
                      25     5 Jun 2027 09:16:00.801     5 Jun 2027 09:19:22.374           201.573
                      26     6 Jun 2027 03:00:10.421     6 Jun 2027 03:07:42.247           451.826
                      27     6 Jun 2027 03:07:42.521     6 Jun 2027 03:08:43.927            61.407
                      28     6 Jun 2027 04:37:41.923     6 Jun 2027 04:44:27.837           405.914
                      29     6 Jun 2027 06:14:38.041     6 Jun 2027 06:19:07.464           269.423
                      30     6 Jun 2027 06:19:12.441     6 Jun 2027 06:20:29.056            76.614
                      31     6 Jun 2027 07:51:31.912     6 Jun 2027 07:56:07.087           275.175
                      32     6 Jun 2027 09:28:42.011     6 Jun 2027 09:31:09.127           147.116
                      33     7 Jun 2027 03:10:50.522     7 Jun 2027 03:11:01.423            10.901
                      34     7 Jun 2027 03:12:49.081     7 Jun 2027 03:19:37.200           408.118
                      35     7 Jun 2027 03:19:40.195     7 Jun 2027 03:20:38.230            58.034
                      36     7 Jun 2027 04:49:47.857     7 Jun 2027 04:56:32.403           404.547
                      37     7 Jun 2027 06:27:12.203     7 Jun 2027 06:31:13.459           241.256
                      38     7 Jun 2027 06:31:16.065     7 Jun 2027 06:31:54.850            38.785
                      39     7 Jun 2027 08:03:34.171     7 Jun 2027 08:08:25.456           291.286
                      40     7 Jun 2027 09:41:51.946     7 Jun 2027 09:42:23.459            31.513
                      41     8 Jun 2027 03:26:03.169     8 Jun 2027 03:32:40.397           397.229
                      42     8 Jun 2027 05:02:21.777     8 Jun 2027 05:08:38.341           376.565
                      43     8 Jun 2027 06:39:44.656     8 Jun 2027 06:44:17.434           272.778
                      44     8 Jun 2027 08:15:54.847     8 Jun 2027 08:20:31.220           276.373
                      45     9 Jun 2027 03:38:04.114     9 Jun 2027 03:44:46.521           402.408
                      46     9 Jun 2027 05:14:00.299     9 Jun 2027 05:20:20.254           379.955
                      47     9 Jun 2027 06:51:58.298     9 Jun 2027 06:56:23.288           264.990
                      48     9 Jun 2027 08:27:49.822     9 Jun 2027 08:32:03.741           253.919
                      49     9 Jun 2027 08:32:09.782     9 Jun 2027 08:33:02.145            52.363
                      50    10 Jun 2027 03:49:20.001    10 Jun 2027 03:56:52.976           452.975
                      51    10 Jun 2027 05:26:09.619    10 Jun 2027 05:32:28.993           379.375
                      52    10 Jun 2027 07:04:20.814    10 Jun 2027 07:08:17.890           237.076
                      53    10 Jun 2027 08:37:38.690    10 Jun 2027 08:44:02.368           383.678
                      54    10 Jun 2027 08:44:19.131    10 Jun 2027 08:45:24.822            65.690
                      55    11 Jun 2027 04:01:27.592    11 Jun 2027 04:08:52.842           445.249
                      56    11 Jun 2027 05:38:25.544    11 Jun 2027 05:44:20.186           354.641
                      57    11 Jun 2027 07:16:22.066    11 Jun 2027 07:20:20.513           238.447
                      58    11 Jun 2027 08:49:42.372    11 Jun 2027 08:57:25.218           462.845
                      59    12 Jun 2027 04:13:29.487    12 Jun 2027 04:20:55.796           446.308
                      60    12 Jun 2027 05:50:15.739    12 Jun 2027 05:56:12.760           357.020
                      61    12 Jun 2027 05:56:31.640    12 Jun 2027 05:56:58.700            27.060
                      62    12 Jun 2027 07:28:20.966    12 Jun 2027 07:32:29.306           248.341
                      63    12 Jun 2027 09:02:09.600    12 Jun 2027 09:08:54.942           405.343
                      64    13 Jun 2027 04:25:30.428    13 Jun 2027 04:32:56.897           446.469
                      65    13 Jun 2027 06:02:25.224    13 Jun 2027 06:07:31.299           306.074
                      66    13 Jun 2027 06:07:42.902    13 Jun 2027 06:08:50.610            67.707
                      67    13 Jun 2027 07:39:33.583    13 Jun 2027 07:44:27.586           294.003
                      68    13 Jun 2027 09:14:24.901    13 Jun 2027 09:15:31.510            66.609
                      69    13 Jun 2027 09:16:15.490    13 Jun 2027 09:19:36.925           201.435

Min Duration          33     7 Jun 2027 03:10:50.522     7 Jun 2027 03:11:01.423            10.901
Max Duration          14     3 Jun 2027 08:49:27.290     3 Jun 2027 08:57:11.501           464.211
Mean Duration                                                                              274.919
Total Duration                                                                           18969.416


Russia-To-KinoSat_110308
------------------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       1     1 Jun 2027 03:28:14.469     1 Jun 2027 03:34:51.376           396.907
                       2     1 Jun 2027 05:04:36.948     1 Jun 2027 05:10:50.042           373.094
                       3     1 Jun 2027 06:41:52.340     1 Jun 2027 06:46:30.166           277.825
                       4     1 Jun 2027 08:18:06.897     1 Jun 2027 08:22:50.154           283.257
                       5     2 Jun 2027 03:39:56.248     2 Jun 2027 03:46:58.675           422.427
                       6     2 Jun 2027 05:16:08.876     2 Jun 2027 05:22:36.472           387.596
                       7     2 Jun 2027 06:54:21.345     2 Jun 2027 06:58:20.532           239.188
                       8     2 Jun 2027 08:29:49.533     2 Jun 2027 08:34:13.402           263.870
                       9     2 Jun 2027 08:34:20.415     2 Jun 2027 08:35:17.466            57.051
                      10     3 Jun 2027 03:51:29.689     3 Jun 2027 03:59:03.621           453.932
                      11     3 Jun 2027 05:28:30.824     3 Jun 2027 05:34:38.482           367.658
                      12     3 Jun 2027 07:06:31.034     3 Jun 2027 07:10:28.016           236.981
                      13     3 Jun 2027 08:39:44.675     3 Jun 2027 08:45:55.310           370.635
                      14     3 Jun 2027 08:45:55.747     3 Jun 2027 08:47:37.790           102.043
                      15     4 Jun 2027 04:03:38.855     4 Jun 2027 04:11:04.583           445.727
                      16     4 Jun 2027 05:40:35.647     4 Jun 2027 05:46:44.521           368.874
                      17     4 Jun 2027 07:18:29.040     4 Jun 2027 07:22:30.322           241.281
                      18     4 Jun 2027 08:52:03.331     4 Jun 2027 08:59:35.397           452.066
                      19     5 Jun 2027 04:15:40.747     5 Jun 2027 04:23:06.333           445.587
                      20     5 Jun 2027 05:52:28.452     5 Jun 2027 05:58:21.728           353.277
                      21     5 Jun 2027 05:58:29.604     5 Jun 2027 05:59:10.908            41.304
                      22     5 Jun 2027 07:30:32.202     5 Jun 2027 07:34:39.785           247.583
                      23     5 Jun 2027 09:04:22.497     5 Jun 2027 09:11:03.221           400.724
                      24     6 Jun 2027 04:27:43.639     6 Jun 2027 04:35:03.615           439.976
                      25     6 Jun 2027 06:04:38.022     6 Jun 2027 06:09:40.878           302.855
                      26     6 Jun 2027 06:09:51.753     6 Jun 2027 06:10:58.461            66.708
                      27     6 Jun 2027 07:41:44.410     6 Jun 2027 07:46:37.616           293.206
                      28     6 Jun 2027 09:16:45.954     6 Jun 2027 09:17:29.107            43.153
                      29     6 Jun 2027 09:18:25.516     6 Jun 2027 09:21:45.242           199.726
                      30     7 Jun 2027 03:01:15.333     7 Jun 2027 03:11:09.203           593.870
                      31     7 Jun 2027 04:40:09.440     7 Jun 2027 04:46:54.176           404.736
                      32     7 Jun 2027 06:17:05.394     7 Jun 2027 06:21:28.806           263.412
                      33     7 Jun 2027 06:21:34.457     7 Jun 2027 06:22:52.221            77.764
                      34     7 Jun 2027 07:53:55.813     7 Jun 2027 07:58:28.423           272.610
                      35     7 Jun 2027 09:31:32.942     7 Jun 2027 09:33:16.055           103.113
                      36     8 Jun 2027 03:15:28.305     8 Jun 2027 03:22:03.353           395.047
                      37     8 Jun 2027 03:22:06.274     8 Jun 2027 03:23:04.501            58.227
                      38     8 Jun 2027 04:52:16.553     8 Jun 2027 04:58:58.921           402.368
                      39     8 Jun 2027 06:29:57.477     8 Jun 2027 06:34:25.766           268.289
                      40     8 Jun 2027 08:05:58.298     8 Jun 2027 08:10:45.998           287.699
                      41     9 Jun 2027 03:28:29.137     9 Jun 2027 03:35:06.156           397.019
                      42     9 Jun 2027 05:04:51.898     9 Jun 2027 05:11:04.713           372.815
                      43     9 Jun 2027 06:42:06.705     9 Jun 2027 06:46:44.980           278.275
                      44     9 Jun 2027 08:18:21.939     9 Jun 2027 08:23:05.402           283.463
                      45    10 Jun 2027 03:40:10.981    10 Jun 2027 03:47:13.398           422.417
                      46    10 Jun 2027 05:16:23.614    10 Jun 2027 05:22:51.344           387.730
                      47    10 Jun 2027 06:54:44.220    10 Jun 2027 06:58:35.113           230.892
                      48    10 Jun 2027 08:30:04.127    10 Jun 2027 08:34:27.879           263.752
                      49    10 Jun 2027 08:34:35.176    10 Jun 2027 08:35:32.459            57.282
                      50    11 Jun 2027 03:51:44.188    11 Jun 2027 03:59:18.220           454.032
                      51    11 Jun 2027 05:28:45.641    11 Jun 2027 05:34:53.363           367.722
                      52    11 Jun 2027 07:06:45.648    11 Jun 2027 07:10:42.676           237.029
                      53    11 Jun 2027 08:39:58.864    11 Jun 2027 08:46:09.189           370.325
                      54    11 Jun 2027 08:46:11.151    11 Jun 2027 08:47:52.380           101.229
                      55    12 Jun 2027 04:03:53.707    12 Jun 2027 04:11:19.310           445.603
                      56    12 Jun 2027 05:40:50.022    12 Jun 2027 05:46:59.240           369.218
                      57    12 Jun 2027 07:18:43.960    12 Jun 2027 07:22:44.876           240.915
                      58    12 Jun 2027 08:52:18.048    12 Jun 2027 08:59:50.111           452.064
                      59    13 Jun 2027 04:15:55.627    13 Jun 2027 04:23:21.028           445.402
                      60    13 Jun 2027 05:52:43.166    13 Jun 2027 05:58:36.303           353.137
                      61    13 Jun 2027 05:58:44.053    13 Jun 2027 05:59:25.669            41.616
                      62    13 Jun 2027 07:30:46.938    13 Jun 2027 07:34:54.622           247.685
                      63    13 Jun 2027 09:04:37.014    13 Jun 2027 09:11:17.752           400.738

Min Duration          21     5 Jun 2027 05:58:29.604     5 Jun 2027 05:59:10.908            41.304
Max Duration          30     7 Jun 2027 03:01:15.333     7 Jun 2027 03:11:09.203           593.870
Mean Duration                                                                              300.349
Total Duration                                                                           18922.005


Russia-To-KinoSat_110309
------------------------
                  Access        Start Time (UTCG)           Stop Time (UTCG)        Duration (sec)
                  ------    ------------------------    ------------------------    --------------
                       1     1 Jun 2027 03:18:23.544     1 Jun 2027 03:24:13.666           350.122
                       2     1 Jun 2027 03:24:17.166     1 Jun 2027 03:25:16.420            59.254
                       3     1 Jun 2027 04:54:31.693     1 Jun 2027 05:01:11.374           399.681
                       4     1 Jun 2027 06:32:15.941     1 Jun 2027 06:36:39.873           263.933
                       5     1 Jun 2027 08:08:21.397     1 Jun 2027 08:12:40.807           259.410
                       6     2 Jun 2027 03:30:40.994     2 Jun 2027 03:37:17.116           396.122
                       7     2 Jun 2027 05:07:04.071     2 Jun 2027 05:13:13.262           369.191
                       8     2 Jun 2027 06:44:21.229     2 Jun 2027 06:48:57.824           276.594
                       9     2 Jun 2027 08:20:34.204     2 Jun 2027 08:25:18.138           283.934
